H_NIVO.NUM_POSTE;H_NIVO.ALTI_LPNX;H_NIVO.DAT
9070400;1700;2021-12-08 06:00:00
9070400;1789;2021-12-09 06:00:00
9070400;1800;2021-12-10 06:00:00
9070400;1800;2021-12-11 06:00:00
9070400;1800;2021-12-12 06:00:00
9070400;1800;2021-12-27 06:00:00
9070400;1800;2021-12-28 06:00:00
9070400;1800;2021-12-28 12:00:00
9070400;1800;2021-12-29 06:00:00
9070400;1800;2021-12-29 12:00:00
9070400;1800;2022-01-05 06:00:00
9070400;1800;2022-01-06 06:00:00
9070400;1700;2022-01-08 06:00:00
9070400;1700;2022-01-09 06:00:00
9070400;1800;2022-01-09 12:00:00
9070400;1800;2022-01-10 06:00:00
9070400;1800;2022-01-11 06:00:00
9070400;1750;2022-01-21 06:00:00
9070400;1800;2022-02-01 06:00:00
9070400;1800;2022-02-02 06:00:00
9070400;1800;2022-02-05 06:00:00
9070400;1800;2022-02-08 06:00:00
9070400;1800;2022-02-12 06:00:00
9070400;1800;2022-02-15 06:00:00
9070400;1800;2022-02-16 06:00:00
9070400;1900;2022-02-17 06:00:00
9070400;1500;2022-02-19 06:00:00
9070400;1750;2022-02-20 06:00:00
9070400;1800;2022-02-21 06:00:00
9070400;1789;2022-02-22 06:00:00
9070400;1800;2022-02-25 06:00:00
9070400;1750;2022-02-26 06:00:00
9070400;1700;2022-03-03 06:00:00
9070400;1800;2022-03-04 06:00:00
9070400;1789;2022-03-06 06:00:00
9070400;1750;2022-03-09 06:00:00
9070400;1800;2022-03-13 06:00:00
9070400;1800;2022-03-14 06:00:00
9070400;1800;2022-03-18 06:00:00
9070400;1750;2022-03-19 06:00:00
9070400;1800;2022-03-30 06:00:00
9070400;1780;2022-03-31 06:00:00
9070400;1789;2022-04-01 06:00:00
9070400;1800;2022-04-02 06:00:00
9070400;1800;2022-04-03 06:00:00
9135400;1400;2022-01-06 06:00:00
9135400;1450;2022-01-07 06:00:00
9135400;1000;2022-01-08 06:00:00
9135400;1450;2022-01-09 06:00:00
9135400;1500;2022-01-20 06:00:00
9135400;1500;2022-02-14 06:00:00
9135400;1300;2022-02-15 06:00:00
9135400;2200;2022-02-17 06:00:00
9135400;1600;2022-03-03 06:00:00
9135400;1450;2022-03-05 06:00:00
9193400;1500;2021-12-28 06:00:00
9193400;2000;2021-12-28 12:00:00
9193400;2500;2021-12-29 12:00:00
9193400;1300;2022-01-08 06:00:00
9193400;1530;2022-01-08 12:00:00
9193400;1600;2022-01-09 06:00:00
9193400;1200;2022-01-09 12:00:00
9193400;1200;2022-01-21 06:00:00
9193400;1500;2022-02-06 06:00:00
9193400;1500;2022-02-07 06:00:00
9193400;1500;2022-02-14 06:00:00
9193400;1530;2022-02-15 06:00:00
9193400;1530;2022-02-15 12:00:00
9193400;1900;2022-02-16 06:00:00
9193400;2000;2022-02-17 06:00:00
9193400;1200;2022-02-19 06:00:00
9193400;1200;2022-02-19 12:00:00
9193400;1500;2022-02-25 06:00:00
9193400;1500;2022-02-25 12:00:00
9193400;1000;2022-03-09 06:00:00
9206400;1500;2021-12-03 06:00:00
9206400;1900;2021-12-04 06:00:00
9206400;1900;2021-12-05 06:00:00
9206400;1500;2021-12-06 06:00:00
9206400;1450;2021-12-09 06:00:00
9206400;1500;2021-12-10 06:00:00
9206400;1500;2021-12-11 06:00:00
9206400;2000;2021-12-27 06:00:00
9206400;1950;2021-12-28 06:00:00
9206400;2500;2021-12-30 06:00:00
9206400;1500;2022-01-05 06:00:00
9206400;1500;2022-01-08 06:00:00
9206400;1800;2022-01-09 06:00:00
9206400;1500;2022-01-10 06:00:00
9206400;1500;2022-01-11 06:00:00
9206400;1450;2022-02-01 06:00:00
9206400;2200;2022-02-02 06:00:00
9206400;1600;2022-02-05 06:00:00
9206400;1500;2022-02-06 06:00:00
9206400;1700;2022-02-07 06:00:00
9206400;1600;2022-02-08 06:00:00
9206400;1800;2022-02-11 06:00:00
9206400;1800;2022-02-12 06:00:00
9206400;1500;2022-02-14 06:00:00
9206400;1472;2022-02-15 06:00:00
9206400;2000;2022-02-17 06:00:00
9206400;1500;2022-02-19 06:00:00
9206400;1400;2022-02-20 06:00:00
9206400;1600;2022-02-21 06:00:00
9206400;1650;2022-03-03 06:00:00
9206400;1500;2022-03-04 06:00:00
9206400;1500;2022-03-05 06:00:00
9206400;1400;2022-03-06 06:00:00
9206400;1400;2022-03-07 06:00:00
9206400;1400;2022-03-09 06:00:00
9206400;1500;2022-03-12 06:00:00
9206400;1400;2022-03-13 06:00:00
9206400;1400;2022-03-14 06:00:00
9206400;1900;2022-03-17 06:00:00
9206400;1800;2022-03-18 06:00:00
9290400;1800;2021-10-04 06:00:00
9290400;2200;2021-10-23 06:00:00
9290400;2400;2021-11-02 06:00:00
9290400;1400;2021-11-03 06:00:00
9290400;1200;2021-11-04 06:00:00
9290400;1000;2021-11-05 06:00:00
9290400;1000;2021-11-06 06:00:00
9290400;1000;2021-11-08 06:00:00
9290400;1300;2021-11-15 06:00:00
9290400;1000;2021-11-17 06:00:00
9290400;1100;2021-11-18 06:00:00
9290400;1000;2021-11-24 06:00:00
9290400;1000;2021-11-25 06:00:00
9290400;1200;2021-11-27 06:00:00
9290400;1000;2021-12-04 06:00:00
9290400;1000;2021-12-05 06:00:00
9290400;1000;2021-12-06 06:00:00
9290400;1000;2021-12-09 06:00:00
9290400;1000;2022-01-04 06:00:00
9290400;1000;2022-01-04 12:00:00
9290400;1000;2022-01-08 06:00:00
9290400;1000;2022-01-20 06:00:00
9290400;1000;2022-02-16 06:00:00
9290400;1010;2022-02-19 06:00:00
9290400;1200;2022-02-25 06:00:00
9290400;1200;2022-02-26 06:00:00
9290400;1300;2022-03-03 06:00:00
9290400;1500;2022-03-04 06:00:00
9290400;1400;2022-03-05 06:00:00
9290400;1000;2022-03-06 06:00:00
9290400;1000;2022-03-07 06:00:00
9290400;1100;2022-03-12 06:00:00
9290400;1000;2022-03-14 06:00:00
9290400;1000;2022-04-02 06:00:00
9290400;1000;2022-04-03 06:00:00
9290400;1000;2022-04-04 06:00:00
9290400;1000;2022-04-25 06:00:00
9290400;1000;2022-05-04 06:00:00
9290400;1000;2022-05-05 06:00:00
9290400;1000;2022-05-09 06:00:00
9290400;1600;2022-05-25 06:00:00
9290400;1600;2022-05-26 06:00:00
20007400;800;2022-02-26 12:00:00
20007400;800;2022-03-01 12:00:00
20023400;1000;2022-02-16 12:00:00
31042400;2000;2021-12-28 06:00:00
31042400;2200;2021-12-29 06:00:00
31042400;2200;2021-12-30 06:00:00
31042400;1400;2022-01-05 06:00:00
31042400;1500;2022-01-08 06:00:00
31042400;1800;2022-01-11 06:00:00
31042400;1800;2022-01-20 06:00:00
31042400;1400;2022-02-01 06:00:00
31042400;1600;2022-02-08 06:00:00
31042400;1500;2022-02-11 06:00:00
31042400;1500;2022-02-12 06:00:00
31042400;1400;2022-02-14 06:00:00
31042400;1400;2022-02-15 06:00:00
31042400;2000;2022-02-16 06:00:00
31042400;2100;2022-02-17 06:00:00
31042400;2000;2022-02-19 06:00:00
31042400;1800;2022-02-25 06:00:00
31042400;2000;2022-02-26 06:00:00
31042400;1800;2022-03-03 06:00:00
31042400;1500;2022-03-04 06:00:00
31042400;1800;2022-03-06 06:00:00
31042400;1400;2022-03-07 06:00:00
31042400;1400;2022-03-09 06:00:00
31042400;1800;2022-03-12 06:00:00
31085400;1400;2021-11-03 06:00:00
31085400;1450;2021-11-04 06:00:00
31085400;1450;2021-11-08 06:00:00
31085400;1450;2021-11-16 06:00:00
31085400;1450;2021-11-25 06:00:00
31085400;1450;2021-11-26 06:00:00
31085400;1450;2021-11-28 06:00:00
31085400;1450;2021-11-29 06:00:00
31085400;1450;2021-12-03 06:00:00
31085400;1800;2021-12-04 06:00:00
31085400;700;2021-12-05 06:00:00
31085400;1450;2021-12-08 06:00:00
31085400;1450;2021-12-10 06:00:00
31085400;1450;2021-12-11 06:00:00
31085400;1450;2021-12-12 06:00:00
31085400;1850;2021-12-27 06:00:00
31085400;1850;2021-12-28 06:00:00
31085400;1850;2021-12-29 06:00:00
31085400;1850;2021-12-30 06:00:00
31085400;1450;2022-01-05 06:00:00
31085400;1450;2022-01-08 06:00:00
31085400;1400;2022-01-10 06:00:00
31085400;1800;2022-01-11 06:00:00
31085400;1450;2022-01-20 06:00:00
31085400;1450;2022-01-21 06:00:00
31085400;1850;2022-01-31 06:00:00
31085400;1850;2022-02-01 06:00:00
31085400;1850;2022-02-05 06:00:00
31085400;1850;2022-02-06 06:00:00
31085400;1850;2022-02-08 06:00:00
31085400;1450;2022-02-11 06:00:00
31085400;1850;2022-02-12 06:00:00
31085400;1850;2022-02-15 06:00:00
31085400;1450;2022-02-16 06:00:00
31085400;1850;2022-02-17 06:00:00
31085400;1850;2022-02-19 06:00:00
31085400;1400;2022-02-21 06:00:00
31085400;1850;2022-02-22 06:00:00
31085400;1850;2022-02-25 06:00:00
31085400;1400;2022-03-04 06:00:00
31085400;1400;2022-03-05 06:00:00
31085400;1450;2022-03-06 06:00:00
31085400;1450;2022-03-09 06:00:00
31085400;1450;2022-03-12 06:00:00
31085400;1400;2022-03-13 06:00:00
31085400;1800;2022-03-14 06:00:00
31085400;1850;2022-03-15 06:00:00
31085400;1800;2022-03-17 06:00:00
31085400;1450;2022-03-18 06:00:00
31085400;1450;2022-03-19 06:00:00
31221400;1800;2021-12-04 12:00:00
31221400;1000;2021-12-06 06:00:00
31221400;1800;2021-12-27 06:00:00
31221400;2000;2021-12-28 06:00:00
31221400;2000;2021-12-29 06:00:00
31221400;2200;2021-12-30 06:00:00
31221400;1500;2022-01-05 06:00:00
31221400;900;2022-01-06 06:00:00
31221400;1200;2022-01-07 06:00:00
31221400;1300;2022-01-08 06:00:00
31221400;1500;2022-01-09 06:00:00
31221400;2200;2022-01-10 06:00:00
31221400;1200;2022-01-11 06:00:00
31221400;1500;2022-01-20 06:00:00
31221400;1200;2022-01-21 06:00:00
31221400;1600;2022-02-01 06:00:00
31221400;1500;2022-02-02 06:00:00
31221400;2000;2022-02-05 06:00:00
31221400;1500;2022-02-06 06:00:00
31221400;1500;2022-02-14 06:00:00
31221400;850;2022-02-15 06:00:00
31221400;1500;2022-02-16 06:00:00
31221400;2400;2022-02-17 06:00:00
31221400;1600;2022-02-19 06:00:00
31221400;1500;2022-02-20 06:00:00
31221400;1500;2022-03-03 06:00:00
31221400;1600;2022-03-04 06:00:00
31221400;1500;2022-03-05 06:00:00
31221400;1500;2022-03-06 06:00:00
31221400;1500;2022-03-09 06:00:00
31221400;1500;2022-03-12 06:00:00
31221400;1500;2022-03-13 06:00:00
31221400;1500;2022-03-14 06:00:00
31221400;1500;2022-03-15 06:00:00
31221400;1700;2022-03-17 06:00:00
31221400;1800;2022-03-19 06:00:00
31508400;2100;2021-09-21 06:00:00
31508400;2200;2021-09-22 06:00:00
31508400;1700;2021-10-04 06:00:00
31508400;2000;2021-10-22 06:00:00
31508400;2400;2021-10-30 06:00:00
31508400;1300;2021-11-03 06:00:00
31508400;1200;2021-11-04 06:00:00
31508400;1200;2021-11-05 06:00:00
31508400;1100;2021-11-06 06:00:00
31508400;1100;2021-11-15 06:00:00
31508400;1300;2021-11-16 06:00:00
31508400;1400;2021-11-18 06:00:00
31508400;1500;2021-11-24 06:00:00
31508400;1200;2021-11-25 06:00:00
31508400;800;2021-11-28 06:00:00
31508400;600;2021-11-29 06:00:00
31508400;1300;2021-11-30 06:00:00
31508400;1300;2021-12-02 06:00:00
31508400;1200;2021-12-03 06:00:00
31508400;1200;2021-12-04 06:00:00
31508400;2000;2021-12-05 06:00:00
31508400;800;2021-12-06 06:00:00
31508400;1600;2021-12-07 06:00:00
31508400;1800;2021-12-08 06:00:00
31508400;1100;2021-12-09 06:00:00
31508400;1800;2021-12-10 06:00:00
31508400;1600;2021-12-11 06:00:00
31508400;1400;2021-12-12 06:00:00
31508400;2000;2021-12-27 06:00:00
31508400;2200;2021-12-28 06:00:00
31508400;2200;2021-12-29 06:00:00
31508400;2200;2021-12-30 06:00:00
31508400;1800;2022-01-05 06:00:00
31508400;1000;2022-01-06 06:00:00
31508400;1000;2022-01-08 06:00:00
31508400;1200;2022-01-09 06:00:00
31508400;1800;2022-01-10 06:00:00
31508400;1800;2022-01-11 06:00:00
31508400;1000;2022-01-20 06:00:00
31508400;1200;2022-01-21 06:00:00
31508400;1100;2022-02-01 06:00:00
31508400;1200;2022-02-06 06:00:00
31508400;1100;2022-02-14 06:00:00
31508400;1100;2022-02-15 06:00:00
31508400;1600;2022-02-16 06:00:00
31508400;1800;2022-02-17 06:00:00
31508400;1300;2022-02-19 06:00:00
31508400;1200;2022-02-20 06:00:00
31508400;1400;2022-02-26 06:00:00
31508400;1600;2022-03-03 06:00:00
31508400;1500;2022-03-05 06:00:00
31508400;1400;2022-03-06 06:00:00
31508400;1000;2022-03-07 06:00:00
31508400;1300;2022-03-09 06:00:00
31508400;1100;2022-03-12 06:00:00
31508400;1400;2022-03-14 06:00:00
31508400;1800;2022-03-18 06:00:00
31508400;1800;2022-03-19 06:00:00
31508400;1300;2022-03-31 06:00:00
31508400;1300;2022-04-01 06:00:00
31508400;600;2022-04-02 06:00:00
31508400;600;2022-04-03 06:00:00
31508400;1000;2022-04-04 06:00:00
31508400;1600;2022-04-14 06:00:00
31508400;1000;2022-04-20 06:00:00
31508400;1000;2022-04-21 06:00:00
31508400;1600;2022-04-23 06:00:00
31508400;1600;2022-04-24 06:00:00
31508400;2000;2022-05-09 06:00:00
31508400;1900;2022-05-26 06:00:00
38002406;1800;2021-12-25 06:00:00
38002406;1700;2021-12-26 06:00:00
38002406;1500;2021-12-27 06:00:00
38002406;1800;2021-12-28 06:00:00
38002406;2000;2022-01-05 06:00:00
38002406;2300;2022-02-17 06:00:00
38002406;1350;2022-02-21 06:00:00
38002406;1600;2022-03-14 06:00:00
38002406;2000;2022-03-15 06:00:00
38006400;1700;2021-12-26 06:00:00
38006400;1700;2021-12-27 06:00:00
38006400;2000;2021-12-29 06:00:00
38006400;2100;2021-12-30 06:00:00
38006400;1500;2022-01-05 06:00:00
38006400;1642;2022-01-06 06:00:00
38006400;450;2022-01-08 06:00:00
38006400;1500;2022-01-09 06:00:00
38006400;1400;2022-01-10 06:00:00
38006400;1642;2022-01-20 06:00:00
38006400;1350;2022-02-02 06:00:00
38006400;1600;2022-02-07 06:00:00
38006400;1600;2022-02-12 06:00:00
38006400;1400;2022-02-15 06:00:00
38006400;1400;2022-02-16 06:00:00
38006400;2300;2022-02-17 06:00:00
38006400;1400;2022-02-19 06:00:00
38006400;1645;2022-02-21 06:00:00
38006400;1400;2022-02-22 06:00:00
38006400;1600;2022-03-30 06:00:00
38006400;1500;2022-03-31 06:00:00
38006400;1500;2022-04-02 06:00:00
38006400;1500;2022-04-03 06:00:00
38020400;2000;2021-12-25 06:00:00
38020400;1800;2021-12-26 06:00:00
38020400;1600;2021-12-28 06:00:00
38020400;2700;2021-12-29 06:00:00
38020400;2200;2021-12-30 06:00:00
38020400;1200;2022-01-05 06:00:00
38020400;1300;2022-01-08 06:00:00
38020400;1600;2022-01-20 06:00:00
38020400;1600;2022-02-01 06:00:00
38020400;1600;2022-02-11 06:00:00
38020400;1400;2022-02-14 06:00:00
38020400;1600;2022-02-16 06:00:00
38020400;1600;2022-02-17 06:00:00
38020400;1800;2022-02-19 06:00:00
38020400;1600;2022-02-21 06:00:00
38020400;1600;2022-03-14 06:00:00
38020400;1700;2022-03-15 06:00:00
38020400;1600;2022-03-30 06:00:00
38020400;1700;2022-03-31 06:00:00
38020400;1600;2022-04-01 06:00:00
38020400;1600;2022-04-02 06:00:00
38020400;1000;2022-04-03 06:00:00
38020400;1860;2022-04-10 06:00:00
38020400;1860;2022-04-23 12:00:00
38186400;2300;2021-12-26 06:00:00
38186400;1700;2021-12-28 06:00:00
38186400;2300;2021-12-30 06:00:00
38186400;1250;2022-01-09 06:00:00
38186400;1200;2022-01-10 06:00:00
38186400;1200;2022-02-01 06:00:00
38186400;1400;2022-02-02 06:00:00
38186400;1400;2022-02-07 06:00:00
38186400;1200;2022-02-11 06:00:00
38186400;1250;2022-02-14 06:00:00
38186400;1800;2022-02-16 06:00:00
38186400;1800;2022-02-17 06:00:00
38186400;1350;2022-02-21 06:00:00
38186400;1200;2022-02-22 06:00:00
38191400;600;2021-11-29 06:00:00
38191400;1860;2021-11-29 12:00:00
38191400;1860;2021-11-30 06:00:00
38191400;1800;2021-12-02 06:00:00
38191400;740;2021-12-03 06:00:00
38191400;1860;2021-12-04 06:00:00
38191400;1860;2021-12-04 12:00:00
38191400;1860;2021-12-05 06:00:00
38191400;1860;2021-12-05 12:00:00
38191400;700;2021-12-06 06:00:00
38191400;700;2021-12-07 06:00:00
38191400;1800;2021-12-08 06:00:00
38191400;1800;2021-12-09 06:00:00
38191400;700;2021-12-10 06:00:00
38191400;700;2021-12-11 06:00:00
38191400;1860;2021-12-12 06:00:00
38191400;0;2021-12-16 12:00:00
38191400;1860;2021-12-24 12:00:00
38191400;1860;2021-12-25 06:00:00
38191400;1860;2021-12-26 06:00:00
38191400;1860;2021-12-26 12:00:00
38191400;1860;2021-12-27 12:00:00
38191400;1860;2021-12-28 06:00:00
38191400;1860;2021-12-28 12:00:00
38191400;2300;2021-12-29 06:00:00
38191400;2700;2021-12-29 12:00:00
38191400;3000;2021-12-30 06:00:00
38191400;0;2022-01-04 12:00:00
38191400;1860;2022-01-05 06:00:00
38191400;720;2022-01-08 06:00:00
38191400;700;2022-01-08 12:00:00
38191400;700;2022-01-09 06:00:00
38191400;1800;2022-01-09 12:00:00
38191400;700;2022-01-10 06:00:00
38191400;1860;2022-01-20 06:00:00
38191400;1860;2022-01-31 12:00:00
38191400;1860;2022-02-01 06:00:00
38191400;800;2022-02-07 06:00:00
38191400;1860;2022-02-07 12:00:00
38191400;1860;2022-02-11 06:00:00
38191400;1400;2022-02-14 06:00:00
38191400;1860;2022-02-14 12:00:00
38191400;1860;2022-02-15 06:00:00
38191400;1860;2022-02-15 12:00:00
38191400;1860;2022-02-16 06:00:00
38191400;1860;2022-02-16 12:00:00
38191400;1860;2022-02-17 06:00:00
38191400;1860;2022-02-17 12:00:00
38191400;1860;2022-02-19 06:00:00
38191400;1500;2022-02-21 06:00:00
38191400;1860;2022-02-21 12:00:00
38191400;1000;2022-02-22 06:00:00
38191400;1860;2022-02-25 06:00:00
38191400;1860;2022-03-13 12:00:00
38191400;1300;2022-03-14 06:00:00
38191400;1860;2022-03-15 06:00:00
38191400;1860;2022-03-30 06:00:00
38191400;1860;2022-03-31 12:00:00
38191400;1860;2022-04-01 06:00:00
38191400;1860;2022-04-01 12:00:00
38191400;720;2022-04-02 06:00:00
38191400;1860;2022-04-03 06:00:00
38191400;1860;2022-04-04 06:00:00
38191400;1860;2022-04-07 06:00:00
38191400;1860;2022-04-07 12:00:00
38191400;2100;2022-04-08 06:00:00
38191400;1860;2022-04-08 12:00:00
38191400;1860;2022-04-09 06:00:00
38191400;1860;2022-04-09 12:00:00
38191400;2500;2022-04-21 06:00:00
38191400;1860;2022-04-23 12:00:00
38191400;1400;2022-04-24 06:00:00
38191408;2500;2022-02-17 06:00:00
38205400;1800;2021-12-25 06:00:00
38205400;1400;2021-12-27 06:00:00
38205400;1400;2021-12-28 06:00:00
38205400;1800;2021-12-30 06:00:00
38205400;1400;2022-01-05 06:00:00
38205400;1400;2022-01-06 06:00:00
38205400;1400;2022-01-09 06:00:00
38205400;1400;2022-01-10 06:00:00
38205400;1400;2022-01-12 06:00:00
38205400;900;2022-01-20 06:00:00
38205400;1400;2022-02-02 06:00:00
38205400;1400;2022-02-03 06:00:00
38205400;1800;2022-02-07 06:00:00
38205400;1400;2022-02-11 06:00:00
38205400;1400;2022-02-12 06:00:00
38205400;1400;2022-02-14 12:00:00
38205400;1400;2022-02-15 12:00:00
38205400;1400;2022-02-16 06:00:00
38205400;1800;2022-02-16 12:00:00
38205400;2000;2022-02-17 06:00:00
38205400;1400;2022-02-20 06:00:00
38205400;1400;2022-02-22 06:00:00
38253400;1600;2021-11-25 06:00:00
38253400;900;2021-11-29 06:00:00
38253400;1000;2021-12-06 06:00:00
38253400;1600;2021-12-08 06:00:00
38253400;1600;2021-12-09 06:00:00
38253400;1600;2021-12-09 12:00:00
38253400;500;2021-12-11 06:00:00
38253400;1800;2021-12-24 12:00:00
38253400;1650;2021-12-25 06:00:00
38253400;1650;2021-12-27 12:00:00
38253400;2500;2021-12-29 06:00:00
38253400;2400;2021-12-29 12:00:00
38253400;2600;2021-12-30 06:00:00
38253400;1650;2022-01-05 06:00:00
38253400;1650;2022-01-05 12:00:00
38253400;1650;2022-01-10 06:00:00
38253400;1600;2022-01-20 06:00:00
38253400;1600;2022-02-01 06:00:00
38253400;1600;2022-02-02 06:00:00
38253400;1600;2022-02-07 06:00:00
38253400;1600;2022-02-11 06:00:00
38253400;1650;2022-02-14 06:00:00
38253400;1650;2022-02-14 12:00:00
38253400;1650;2022-02-15 06:00:00
38253400;1650;2022-02-15 12:00:00
38253400;1650;2022-02-16 06:00:00
38253400;1650;2022-02-16 12:00:00
38253400;2200;2022-02-17 06:00:00
38253400;1650;2022-02-21 06:00:00
38253400;1650;2022-02-21 12:00:00
38253400;1650;2022-02-22 06:00:00
38253400;1200;2022-03-13 12:00:00
38253400;1650;2022-03-14 06:00:00
38253400;2000;2022-03-30 06:00:00
38253400;1650;2022-03-31 06:00:00
38253400;1650;2022-04-04 06:00:00
38253400;1800;2022-04-07 06:00:00
38253400;2000;2022-04-07 12:00:00
38253400;2000;2022-04-08 06:00:00
38253400;2000;2022-04-08 12:00:00
38253400;2000;2022-04-09 06:00:00
38253400;1650;2022-04-10 06:00:00
38253400;1700;2022-04-21 06:00:00
38253400;2200;2022-04-21 12:00:00
38253400;2200;2022-04-22 06:00:00
38253400;2100;2022-04-23 12:00:00
38253400;2100;2022-04-24 06:00:00
38253400;2590;2022-04-25 06:00:00
38253407;3200;2022-06-06 06:00:00
38253407;2600;2022-06-09 06:00:00
38253407;2600;2022-06-10 06:00:00
38253407;3500;2022-06-13 06:00:00
38253407;4100;2022-06-19 06:00:00
38253407;3200;2022-06-24 06:00:00
38253407;3200;2022-06-25 06:00:00
38253407;3200;2022-07-01 06:00:00
38264400;2000;2021-12-25 06:00:00
38264400;1600;2021-12-26 06:00:00
38264400;2000;2021-12-29 06:00:00
38264400;2000;2021-12-30 06:00:00
38264400;1350;2022-01-05 06:00:00
38264400;1350;2022-01-05 12:00:00
38264400;1300;2022-01-06 06:00:00
38264400;1300;2022-01-08 06:00:00
38264400;1300;2022-01-09 06:00:00
38264400;1300;2022-01-09 12:00:00
38264400;1350;2022-01-20 06:00:00
38264400;1350;2022-02-02 06:00:00
38264400;1600;2022-02-07 06:00:00
38264400;1380;2022-02-11 06:00:00
38264400;1380;2022-02-11 12:00:00
38264400;1500;2022-02-12 06:00:00
38264400;1300;2022-02-15 06:00:00
38264400;1300;2022-02-16 06:00:00
38264400;1300;2022-02-22 06:00:00
38264400;1700;2022-03-14 06:00:00
38264400;2000;2022-03-15 06:00:00
38289401;1900;2021-12-24 12:00:00
38289401;1900;2021-12-25 06:00:00
38289401;1350;2021-12-26 06:00:00
38289401;1350;2021-12-27 12:00:00
38289401;2100;2021-12-28 06:00:00
38289401;2100;2021-12-28 12:00:00
38289401;2500;2021-12-29 06:00:00
38289401;2600;2021-12-29 12:00:00
38289401;2500;2021-12-30 06:00:00
38289401;1100;2022-01-05 06:00:00
38289401;750;2022-01-08 06:00:00
38289401;1350;2022-01-09 06:00:00
38289401;1350;2022-01-09 12:00:00
38289401;1350;2022-01-10 06:00:00
38289401;1350;2022-01-20 06:00:00
38289401;1350;2022-02-01 06:00:00
38289401;1350;2022-02-02 06:00:00
38289401;1500;2022-02-07 06:00:00
38289401;1500;2022-02-11 06:00:00
38289401;1400;2022-02-11 12:00:00
38289401;1350;2022-02-14 12:00:00
38289401;1350;2022-02-15 06:00:00
38289401;1350;2022-02-15 12:00:00
38289401;1200;2022-02-16 06:00:00
38289401;2100;2022-02-17 06:00:00
38289401;1900;2022-02-19 06:00:00
38289401;1350;2022-02-21 06:00:00
38289401;1350;2022-02-21 12:00:00
38289401;1800;2022-03-13 12:00:00
38289401;1500;2022-03-14 06:00:00
38289401;1900;2022-03-15 06:00:00
38289401;1600;2022-03-30 06:00:00
38289401;1600;2022-03-31 06:00:00
38289401;1350;2022-04-01 06:00:00
38289401;1350;2022-04-03 06:00:00
38289401;2000;2022-04-08 06:00:00
38289401;1350;2022-04-09 06:00:00
38289401;1350;2022-04-09 12:00:00
38375400;3000;2021-08-04 06:00:00
38375400;2900;2021-08-05 06:00:00
38375400;3100;2021-08-08 06:00:00
38375400;3000;2021-08-13 06:00:00
38375400;3000;2021-08-25 06:00:00
38375400;3100;2021-08-26 06:00:00
38375400;3000;2021-09-05 06:00:00
38375400;3000;2021-09-10 06:00:00
38375400;3000;2021-09-11 06:00:00
38375400;3300;2021-09-15 06:00:00
38375400;3000;2021-09-16 06:00:00
38375400;3000;2021-09-17 06:00:00
38375400;2400;2021-09-19 06:00:00
38375400;2500;2021-09-20 06:00:00
38375400;2400;2021-09-26 06:00:00
38375400;2400;2021-09-27 06:00:00
38375400;2800;2021-09-29 06:00:00
38375400;1600;2021-10-04 06:00:00
38375400;2500;2021-10-05 06:00:00
38375400;1800;2021-10-06 06:00:00
38375400;2800;2021-10-21 06:00:00
38375400;2800;2021-10-30 06:00:00
38375400;2800;2021-10-31 06:00:00
38375400;2100;2021-11-01 06:00:00
38375400;1800;2021-11-02 06:00:00
38375400;1700;2021-11-03 06:00:00
38375400;2560;2021-11-14 06:00:00
38375400;1500;2021-11-25 06:00:00
38375400;1560;2021-11-26 06:00:00
38375400;1560;2021-11-27 06:00:00
38375400;1560;2021-11-28 06:00:00
38375400;1560;2021-11-29 06:00:00
38375400;1600;2021-11-30 06:00:00
38375400;1560;2021-12-02 06:00:00
38375400;1560;2021-12-03 06:00:00
38375400;1560;2021-12-04 06:00:00
38375400;1800;2021-12-05 06:00:00
38375400;1560;2021-12-06 06:00:00
38375400;1560;2021-12-07 06:00:00
38375400;1560;2021-12-08 06:00:00
38375400;1560;2021-12-09 06:00:00
38375400;1560;2021-12-10 06:00:00
38375400;1560;2021-12-11 06:00:00
38375400;1600;2021-12-25 06:00:00
38375400;1750;2021-12-26 06:00:00
38375400;1560;2021-12-28 06:00:00
38375400;1560;2021-12-29 06:00:00
38375400;2400;2021-12-30 06:00:00
38375400;1560;2022-01-05 06:00:00
38375400;1560;2022-01-08 06:00:00
38375400;1560;2022-01-09 06:00:00
38375400;1560;2022-01-10 06:00:00
38375400;1560;2022-01-20 06:00:00
38375400;1560;2022-02-01 06:00:00
38375400;1560;2022-02-02 06:00:00
38375400;1560;2022-02-07 06:00:00
38375400;1560;2022-02-11 06:00:00
38375400;1500;2022-02-12 06:00:00
38375400;1560;2022-02-14 06:00:00
38375400;1560;2022-02-15 06:00:00
38375400;1500;2022-02-16 06:00:00
38375400;1560;2022-02-18 06:00:00
38375400;1560;2022-02-19 06:00:00
38375400;1560;2022-02-21 06:00:00
38375400;1560;2022-02-22 06:00:00
38375400;1600;2022-03-14 06:00:00
38375400;1600;2022-03-15 06:00:00
38375400;1600;2022-03-18 06:00:00
38375400;1600;2022-03-30 06:00:00
38375400;1600;2022-03-31 06:00:00
38375400;1500;2022-04-01 06:00:00
38375400;1560;2022-04-02 06:00:00
38375400;1560;2022-04-03 06:00:00
38375400;1700;2022-04-07 06:00:00
38375400;1560;2022-04-09 06:00:00
38375400;2700;2022-04-21 06:00:00
38375400;1560;2022-04-24 06:00:00
38375400;2000;2022-04-25 06:00:00
38375400;1500;2022-05-05 06:00:00
