Q.dat;Q.num_poste;poste_nivo.nom_usuel;poste_nivo.alti;poste_nivo.lat_dg;poste_nivo.lon_dg;poste_nivo.massif_nivo;Q.rr;hist_reseau_poste.reseau_poste
2022-01-10 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-11 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-12 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-13 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-14 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-15 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-17 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-18 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-19 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.1;51
2022-01-21 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-24 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-25 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-26 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-28 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-29 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-01-31 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-02 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-03 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-07 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-08 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-10 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-13 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;8.5;51
2022-02-14 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;13.8;51
2022-02-15 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-18 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-19 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-20 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.7;51
2022-02-21 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;2.7;51
2022-02-22 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-23 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-24 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-25 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-26 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-02-28 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-01 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-02 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-03 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-04 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-07 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-08 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-10 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-11 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-12 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;2.6;51
2022-03-13 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;9.1;51
2022-03-14 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;2.2;51
