x,y,rr
6.46887,45.24935,897.1999999999998
6.48155,45.248329999999996,854.2
6.49423,45.24731,761.3000000000004
6.35332,45.24945,700.3000000000001
6.366,45.24845,727.2000000000006
6.37868,45.24745,759.3000000000003
6.39136,45.24645,778.3000000000002
6.40404,45.24544,772.3000000000006
6.41672,45.244440000000004,710.5000000000001
6.4294,45.24343,963.3000000000001
6.442080000000001,45.24242,916.8
6.45476,45.241409999999995,803.5000000000002
6.46743,45.240390000000005,799.5999999999998
6.48011,45.23938,810.7999999999998
6.49279,45.23836,810.3999999999996
6.23776,45.249390000000005,866.1000000000006
6.25044,45.2484,844.9000000000004
6.26313,45.24742,825.4000000000003
6.27581,45.24644,790.6000000000001
6.2885,45.24545,808.1000000000006
6.3011800000000004,45.24446,811.6000000000005
6.31386,45.24347,722.3
6.3265400000000005,45.24248,748.8000000000001
6.33922,45.24149,881.0000000000003
6.3519,45.24049,937.0
6.36458,45.23949,991.0999999999995
6.37726,45.238490000000006,732.2
6.38994,45.23749,872.4000000000003
6.40262,45.23649,905.3000000000004
6.4153,45.235479999999995,754.2000000000003
6.427969999999999,45.23447,757.4000000000001
6.44065,45.23346,769.6000000000001
6.45332,45.23245,742.6999999999998
6.466,45.23144,915.1
6.47867,45.23042,840.0999999999997
6.49134,45.2294,583.5999999999999
6.1222,45.249159999999996,765.6000000000003
6.13489,45.24819,778.5000000000002
6.1475800000000005,45.24723,815.9999999999995
6.16027,45.24626,937.5000000000003
6.17295,45.2453,984.5000000000003
6.18564,45.24433,1013.6000000000005
6.19832,45.24335,956.3000000000002
6.21101,45.24238,967.8000000000002
6.22369,45.2414,905.0000000000005
6.23637,45.24042,866.8000000000001
6.24906,45.23944,838.8000000000003
6.2617400000000005,45.238459999999996,809.4000000000005
6.27442,45.23748,779.2000000000002
6.2871,45.23649,752.5999999999999
6.29978,45.2355,730.3000000000002
6.31246,45.23451,751.8000000000002
6.32514,45.23352,780.9000000000005
6.33782,45.23253,851.7999999999995
6.35049,45.23153,979.7000000000002
6.363169999999999,45.23053,964.5999999999999
6.37585,45.22953,1018.8000000000001
6.38852,45.22853,800.5000000000002
6.4012,45.22753,817.7000000000004
6.413869999999999,45.22652,853.9000000000004
6.42654,45.22552,690.5000000000001
6.43922,45.224509999999995,755.9999999999998
6.451890000000001,45.223490000000005,768.6
6.46456,45.22248,784.5000000000001
6.4772300000000005,45.22146,622.9000000000001
